Sample	Rawname	Barcode	Pedigree	Genotype	FW	Run	Batch	pyruvate	valine	leucine	isoleucine	glycerate	fumarate	threonine	beta-alanine	homoserine	aspartate	GABA	threonate	alpha-ketoglutarate	asparagine	glycerol-1-P	shikimate	ornithine	citrulline	citrate	allantoin	lysine	hydroxycinnamate	tryosine	sacchalic_acid	mucic_acid	caffeic_acid	glucose-6-P	turanose	maltose	chlorogenic_acid_1	galactinol	chlorogenic_acid_2	chlorogenic_acid_3	raffinose	phosphate	glycine	serine	malate	glutamate	trans-aconitate	quinic_acid	fructose	glucose	sucrose
MGH2n107	190725_028	N19-HTP107_PI 587143_A682	PI 587143	A682	50.1	2	MGH2	0.443458789	0.885482848	0.645666217	0.637425579	0.438131111	0.81047061	0.936786717	0.539677085	0.734576546	0.570737215	0.235800752	0.7433708	0.252663201	0.15853833	1.248535456	1.440193329	0.350734006	0.590193143	0.486497681	0.204667442	0.638695002	1.130333274	0.540429654	1.206991552	1.082116173	2.139011759	0.922412728	1.01150943	1.384619328	0.35839193	5.628523197	1.244864825	0.267627843	0.413318277	0.059262699	0.791358681	NA	0.441664734	0.342267362	1.495758726	1.175150154	0.795751029	0.965016265	0.9753922
MGH2n110	190725_029	N19-HTP110_Ames 27192_VA14	Ames 27192	VA14	54.2	2	MGH2	0.127421275	3.289395153	2.267206057	3.03589501	0.815188293	0.512108933	1.315142612	1.182103581	3.15382272	1.120567065	0.735208106	1.504524853	0.114904993	2.311845257	0.88147625	1.164302001	0.921761253	1.590648523	0.971480644	0.273711186	2.164722919	0.897187228	2.735071752	1.452643997	2.664730668	1.7787859	1.054650478	1.645050558	1.070739295	3.009053497	0.709378871	1.010983823	0.240926424	0.112948805	0.645625483	2.005720027	1.175621224	0.353897562	1.745469464	1.526853814	0.937612159	0.288850662	0.765316255	1.219710531
MGH2n115	190725_030	N19-HTP115_PI 550518_T8	PI 550518	T8	47.8	2	MGH2	1.840069921	1.496763712	1.686140313	1.572878387	0.877970816	1.323731575	1.166184515	0.961887534	1.249435319	1.399358771	0.782627725	1.193693846	1.080968157	1.163344691	1.157830944	1.512783324	0.844886226	0.954994951	1.52951117	0.342949542	1.117421717	1.037694806	1.61482967	1.489306118	0.792344832	2.380777335	1.393459595	1.706895041	1.113169005	0.829920533	1.022037393	0.973916163	0.381913043	0.274405803	0.138155318	1.302360011	0.295625425	0.631415394	1.124853806	0.9226621	1.146927838	0.747935863	0.59261658	1.144956067
MGH2n119	190725_031	N19-HTP119_Ames 27258_CML11	Ames 27258	CML11	48	2	MGH2	2.734018389	0.738592645	0.609367621	0.939489253	0.943890527	1.60668302	1.189656197	1.08456963	0.719079142	1.192807028	0.472785525	1.168131034	0.963302765	0.382847237	1.275661996	1.811562191	1.5077373	0.761215083	1.51294633	0.697068444	0.853781074	1.982041796	0.666966067	0.533031889	0.510187876	1.032916138	0.995090187	1.386167942	1.24926898	1.840456034	0.302868661	0.747026591	0.315639259	0.323966461	0.13969622	0.717553909	0.1109471	1.169443849	0.952257984	1.050872119	1.721099632	1.606553879	1.173258009	1.647827899
MGH2n121	190725_032	N19-HTP121_PI 587136_KY228	PI 587136	Ky228	48.5	2	MGH2	0.55745	0.764199146	0.807733142	0.776164255	0.568568109	0.785349345	0.606112173	0.77508989	0.739887684	0.950149217	0.391774063	1.492080027	0.372121717	0.300337106	0.82654918	1.236845267	0.311604963	1.066560504	1.794067024	0.354978418	0.544398371	1.301231667	0.616561139	0.921479951	1.222761689	1.816027144	0.818663534	1.295555411	1.292130869	0.4023519	0.388936901	0.948966767	0.563793506	0.225451761	0.013080684	0.397678225	0.123197604	0.263188904	0.42802637	0.319941133	0.6924263	0.651296774	0.703985133	0.865296592
MGH2n124	190725_033	N19-HTP124_Ames 19314_CI64	Ames 19314	CI64	48.7	2	MGH2	0.013705266	1.552434174	1.198483201	1.189383685	0.622205617	1.175995867	1.434472708	0.559067499	1.070533669	0.771582653	0.577357677	1.183070755	0.071098477	1.233595676	0.800673788	1.159318421	0.672709223	0.721680079	1.049605542	0.749990405	0.63155357	0.779844436	1.430818739	0.832466598	0.9299311	1.146213027	0.610523389	1.040983132	1.357904842	2.508385273	1.554826036	1.497695045	1.012744856	0.276861363	0.026848197	1.979084209	0.266802969	1.043800731	0.612215751	0.534239299	1.062085593	1.198535403	1.022694829	1.302429696
MGH2n137	190725_034	N19-HTP137_PI 540745_TZI11	PI 540745	Tzi11	45.8	2	MGH2	0.908351076	0.572918387	0.362230888	0.54384407	0.629433818	1.350969886	0.903105088	0.75258976	0.652653127	1.463079196	0.705353567	1.026100054	0.73912201	0.304707966	0.748574148	1.634198829	0.24283824	0.756368158	1.296630978	0.401970271	0.43567908	3.054115999	0.453345408	1.240646502	1.098872014	0.59831407	0.863546891	0.785940665	0.937676759	NA	0.625470326	0.142236999	0.280954371	0.537994922	0.092620711	0.736837156	0.041535008	1.368053242	0.623493759	0.975392973	1.620016131	0.93718028	1.024106619	1.202886906
MGH2n138	190725_035	N19-HTP138_Ames 27176_NC360	Ames 27176	NC360	45.6	2	MGH2	1.453654072	0.650422713	0.418784685	0.422887258	0.569455973	1.50125233	0.623708935	0.706653648	0.410620152	1.365197902	0.929176567	0.668267047	0.616164517	0.082234353	1.264956558	1.59717795	0.038291725	0.789282903	1.023041974	0.309725585	0.469402707	1.437128569	0.487509238	1.011812631	1.306771986	1.24360011	1.078825317	1.322962931	1.324994359	0.164490896	0.188834991	0.679579373	0.282013396	0.078522925	0.127334484	0.644481828	0.293332996	1.217703304	0.42309571	0.34561937	1.322118579	0.708783252	0.810358704	1.68137562
MGH2n141	190725_036	N19-HTP141_PI 606768_SD40	PI 606768	SD40	47.8	2	MGH2	0.325594362	0.613230389	0.29459028	0.377174933	0.925675522	1.25579604	0.47461938	0.470527663	0.720969136	1.072320191	0.29273476	1.221565088	0.900095062	0.083269599	1.079795077	1.138650737	0.222876871	0.574066985	1.082996047	0.393214675	0.586493187	1.032859447	0.516324067	1.063171524	0.754462934	1.080833599	1.118410912	0.987976994	1.115267085	2.408983075	1.227679029	0.63717073	0.112060886	0.093909182	0.148286341	0.38002023	NA	1.355875032	0.587904554	0.345939894	0.816196889	0.772394905	0.818085195	0.778609153
MGH2n142	190725_037	N19-HTP142_PI 587152_W64A	PI 587152	W64A	47.7	2	MGH2	1.214410614	1.034375155	0.573819408	0.63015922	0.606158322	1.714892317	0.660984502	0.704000303	0.757178365	1.027867312	2.655427634	1.025761068	1.392286636	0.146855111	0.930142479	0.436652285	0.337510746	0.654862582	0.999490764	0.406335483	0.409015745	1.142482807	0.599879876	1.18831491	1.119518543	1.78773833	0.691666023	1.721168759	0.913656894	0.806118135	0.492017925	0.698050782	0.14375016	0.270137884	0.171997682	0.932787197	NA	1.055804091	1.096566196	0.214685043	0.539160889	1.691654452	1.411212889	1.72846403
MGH2n143	190725_038	N19-HTP143_PI 587151_VA102	PI 587151	Va102	48.5	2	MGH2	2.662295478	1.22000825	1.01171167	1.551013705	0.725474344	0.944659241	1.519740685	1.26478997	1.022200009	1.06273691	1.356150341	0.67914179	1.451669341	2.082935795	0.941357201	0.864470856	0.411345685	1.3576973	0.987539021	0.525398881	0.758587887	0.758062325	1.019865919	0.360901394	0.48491009	1.398305165	0.877763073	0.693518435	0.988794049	0.30141801	0.294969621	0.879321009	0.533365294	0.401281944	0.176454561	0.913971448	0.8002486	0.862026962	0.580889516	0.885424431	0.688326835	1.042701856	0.953677199	1.085391186
MGH2n145	190725_039	N19-HTP145_Ames 27095_CML321	Ames 27095	CML321	50.3	2	MGH2	1.630908512	1.20421641	1.438712777	0.784564976	2.468761668	1.594922544	1.922228364	0.939438123	1.67538162	1.268250109	0.667852717	1.515714524	1.10919445	1.623558598	0.773148422	1.391875802	0.457282078	0.907351634	1.603035633	0.570210544	0.698617391	1.31211098	0.691354548	4.718607071	0.005636012	1.73865457	0.769408824	1.150110255	1.767688236	0.22606425	0.70484751	0.864059577	0.777047953	0.311832786	0.388099933	1.326291216	0.568297333	1.989645061	0.788593201	1.209589199	1.056388801	1.147032159	1.534634526	1.402854625
MGH2n148	190725_040	N19-HTP148_Ames 27137_N6	Ames 27137	N6	47.4	2	MGH2	1.587746915	0.904514598	0.557426546	0.650179963	1.190044509	0.605756942	0.843006351	1.502508135	0.422714967	1.134993512	0.652288151	0.797749241	2.120583469	0.198144705	0.576858444	0.722820077	0.044721033	0.501671522	0.535556201	1.16037408	0.264846944	0.762557443	0.589620637	0.806712198	0.543552423	1.318496905	0.464963541	1.015823574	0.811166227	0.132399681	0.278827999	0.164305702	0.347245455	0.107642401	0.18603945	0.762119159	0.534860228	0.377647238	0.384806165	0.617999655	0.513646148	0.384998582	0.402863984	0.917334533
MGH2n150	190725_041	N19-HTP150_Ames 27079_CML91	Ames 27079	CML91	45.4	2	MGH2	1.366070291	0.583886244	0.47414206	0.528952978	0.993566805	1.539239351	0.853520176	0.904067376	0.464740837	1.176823511	2.226071047	0.876283747	0.943120288	0.13958568	0.968818027	0.835056254	0.308170335	0.90241568	1.532085571	0.321614382	0.495556207	4.073452421	0.709907355	0.813398462	0.311853297	0.417559538	1.029221233	1.445228011	1.14148597	0.138827088	0.270406988	0.101049007	0.227988254	0.060298972	0.112397736	0.422225127	0.057269755	0.982469885	0.415968378	0.191172131	0.821754836	0.608570149	0.549203053	1.009442567
MGH2n151	190725_042	N19-HTP151_Ames 28184_CML69	Ames 28184	CML69	49.3	2	MGH2	1.00130836	0.894617577	0.745351675	0.907576968	1.784351752	1.210949198	1.008098869	1.333717671	1.464286992	1.027007162	0.534757496	1.413878589	1.486491343	0.087413133	0.579922732	0.984602122	0.432002828	0.774616136	1.178756798	1.121385809	0.505615277	1.820264847	0.563120691	1.685650484	0.920187739	0.880743288	0.423322184	0.895020843	0.970897292	0.976496505	0.414830301	0.140654772	0.615433823	0.098978775	0.086983719	0.572177025	0.478551298	1.430573083	0.542141234	0.691145544	0.707735241	0.755363476	0.755832347	1.492973824
MGH2n155	190725_043	N19-HTP155_Ames 31535_38-11	Ames 31535	38-11Goodman-Buckler	50	2	MGH2	0.260872818	0.446950978	0.243721792	0.23739253	0.43609457	0.44010293	0.3603083	0.486653867	0.399333084	0.44477273	0.09163445	1.239354051	0.486965744	0.077245786	0.575176098	1.303104501	NA	0.522729589	0.77623359	0.237666096	0.184387277	1.931663862	0.586028221	0.930771362	1.007566226	1.885954861	0.665319938	1.04034995	0.885050342	3.343013786	0.583456145	1.872948052	0.696521378	0.262401159	0.05430339	0.166699659	0.166258288	0.430198758	0.109042875	0.477108281	1.636493608	1.017431645	1.056706006	1.346912023
MGH2n156	190725_044	N19-HTP156_Ames 27124_KI11	Ames 27124	Ki11	49.6	2	MGH2	0.224030499	0.464621696	0.301772596	0.316775119	0.935627744	0.343380428	0.311617345	0.265085291	0.393565754	0.265710486	0.174553113	1.479261844	0.391870681	0.046216204	0.924903548	1.312752004	NA	0.341442279	0.491556942	0.536293347	0.273725051	2.23215339	0.450619021	0.481161391	1.11623008	0.576267944	1.143162677	1.641599655	0.954810833	1.089555085	4.048401358	2.83083522	0.678480611	1.167219529	0.026223547	0.102814401	0.611177944	0.201439876	0.04584514	0.717087845	2.402799226	1.355352606	1.963693962	3.042261489
MGH2n157	190725_045	N19-HTP157_PI 550473_B73	PI 550473	B73	49.8	2	MGH2	1.234814512	0.639046037	0.391882171	0.439337776	0.502686712	0.353476062	0.440473423	0.459010541	0.296494851	0.398873226	0.981917799	0.68194959	1.165425428	0.065017539	0.672445419	1.29796241	0.017243766	0.454075344	0.952794532	0.180999424	0.396499783	1.467961385	0.789247598	0.970944573	0.478781462	1.197830781	0.714767038	1.313083076	0.817365272	0.980668466	1.097744413	1.647605681	1.205475529	0.305380439	0.036267671	0.317077493	0.74141749	0.36182642	0.145109036	1.166760371	2.321942935	0.904663131	1.455085931	1.94225185
MGH2n160	190725_046	N19-HTP160_Ames 27116_I137TN	Ames 27116	I137TN	50	2	MGH2	0.091610907	1.213368065	1.019577901	1.178299518	0.456966178	2.382696661	1.76373062	1.23303488	2.49310854	0.997138885	0.408952329	1.41597064	0.10338327	1.112241585	0.562399786	1.035049868	0.750229449	1.987407998	1.284291418	1.605924366	1.216518009	0.735950832	1.135748536	1.034756618	1.563961324	1.120811663	0.582193923	1.020198566	1.020505454	0.824906429	1.836295069	1.118438132	0.408826658	1.193310312	0.059273116	0.792564685	1.403445543	1.463592505	0.249325321	NA	0.912296755	1.828164671	0.883368186	1.588247955
MGH2n162	190725_047	N19-HTP162_Ames 27133_M37W	Ames 27133	M37W	45.9	2	MGH2	0.513638094	1.679073886	1.596771002	1.401367328	1.662994486	3.261198631	1.864845844	2.010394262	0.917385886	1.150488541	1.95799046	1.24234705	1.62896032	2.875493336	1.547931284	0.543749821	0.919734636	1.240447124	0.684039707	0.769898414	1.007977775	0.590631719	0.93064571	1.263844834	0.381003627	1.015771118	1.216620954	0.701385958	0.936732398	0.977822188	1.475991689	0.900725522	0.686284906	1.238123755	NA	1.431819359	0.810309855	1.243210264	0.741970041	0.751947949	0.351692713	1.083287764	1.494064112	1.927310444
MGH2n168	190725_048	N19-HTP168_Ames 27160_NC328	Ames 27160	NC328	54.7	2	MGH2	0.711655802	1.095704443	0.740282034	0.826010265	0.530557702	1.165234416	0.750792313	0.663514206	0.827047172	1.062204933	1.000465898	0.893511703	0.899105346	0.121291825	1.206350661	0.531158678	0.334728141	0.856298616	0.696341227	0.965161457	0.654809803	0.623467155	1.616804873	1.014872212	0.275279004	1.070713272	0.804590915	1.294151376	1.151224616	0.720370111	0.920584225	1.125055385	0.65928959	0.246670266	0.129501041	0.771273983	0.244444163	1.037174324	0.692500522	0.387093695	0.546148694	0.949812081	0.777108347	0.938665772
MGH2n108	190725_049	N19-HTP108_NSL 65871_I205	NSL 65871	I205	55	2	MGH2	NA	0.539392946	0.984558728	0.802164237	0.676294161	0.549421127	1.009110947	0.592099771	0.838551268	1.056310303	0.215631112	1.791073743	0.486060236	1.364529187	0.866831925	1.30730955	0.426787171	0.609850183	1.292251376	0.31469047	0.950041118	3.709881482	1.771221214	0.539424382	0.9404509	0.2429812	0.987173677	0.995925192	1.058320567	1.124970896	5.063480684	2.913258283	1.134204335	0.512046693	0.129197883	0.827896228	0.139423949	1.390510283	1.124268706	2.192518052	1.598701686	0.96952188	1.176944684	1.414629063
MGH2n172	190725_050	N19-HTP172_Ames 27193_VA85	Ames 27193	Va85	55.4	2	MGH2	0.702068697	0.78146769	0.754157509	0.603539833	1.613156609	0.894874857	1.459370157	0.346613218	0.684137929	0.881823521	0.305590014	0.846029369	1.295908409	0.076267553	0.990111877	0.400239889	0.291484571	0.483161085	0.554409697	1.919009847	0.436220719	1.611492032	0.603975536	0.976975915	1.117730913	0.796802092	0.688942117	0.968778948	0.793861526	0.141693498	0.514586836	0.483661745	0.378059713	0.176422459	NA	0.391208813	1.150200746	1.246819407	0.285273694	0.56683479	0.32526593	0.91429831	1.161608792	0.851838378
MGH2n176	190725_051	N19-HTP176_PI 608767_B84	PI 608767	B84	53.3	2	MGH2	0.121007679	0.949198402	0.570546343	1.059737731	0.499245183	1.747771771	0.996197661	0.88505911	1.215278408	0.982426308	1.151344831	1.788927343	0.460128889	0.156803718	0.971117417	0.797762065	0.302564189	0.741540286	0.9885372	1.572667965	0.64965526	1.272093701	0.924076272	1.192794084	1.356033496	1.097334274	0.745148363	0.968154207	1.116553393	0.530177998	2.30327824	0.904953906	0.765668714	0.342902472	0.193232643	0.692327218	1.001839303	1.10421654	0.61038735	0.680980216	0.951617706	0.452518893	0.611012981	1.234262119
MGH2n179	190725_052	N19-HTP179_Ames 27126_KI43	Ames 27126	KI43	50.6	2	MGH2	0.440181965	1.084090479	0.578017882	0.729319913	1.770059887	1.526376699	1.00631812	0.761715344	0.805905558	1.224711261	0.122623644	1.669293234	0.967795433	0.132749692	0.773618071	0.608241035	0.238419516	0.643143985	1.177148645	0.544590991	0.447310359	3.464140931	0.562195318	0.680116803	0.790877538	0.126615729	0.619703488	1.188203587	0.897127676	0.24369343	1.47017384	0.499947153	0.074428086	0.559415802	0.14909196	0.710484134	0.668363828	1.41711194	0.797271519	0.957227565	0.558773015	0.286026905	0.752762928	1.372366202
MGH2n181	190725_053	N19-HTP181_Ames 27165_NC338	Ames 27165	NC338	49.9	2	MGH2	1.332000315	2.37999878	4.19325082	3.306793517	1.17475197	0.65146633	1.219608452	1.298555631	1.302381528	1.276599989	1.696301504	1.354968088	1.552349199	4.777316818	0.695771968	1.14295304	1.086990711	1.88800031	1.229595014	0.511357105	2.046161689	2.433286892	2.800096235	0.32377346	0.557526321	1.196606864	0.772070366	1.778753765	1.775616408	2.155531793	1.345758259	2.075413612	0.472806949	0.245526454	0.032581581	2.303311709	3.467160027	0.381669516	0.751672774	1.354066477	0.855990824	0.797805769	2.00958565	1.909158326
MGH2n183	190725_054	N19-HTP183_Ames 19323_OH7B	Ames 19323	Oh7B	45.6	2	MGH2	0.170394142	0.541780986	0.73633211	0.746104813	0.68411115	0.459473293	0.697603598	0.747314502	0.433509468	0.489442951	0.173119261	0.877308222	0.694674891	0.165886252	0.642901643	1.139802657	0.419710175	0.405621019	1.057202063	0.231724755	0.501244954	1.250258046	0.441599804	0.782607235	1.854750932	1.310808257	0.449906319	1.025583566	0.786865472	0.459142216	1.684428273	0.265376903	0.972500289	0.45434993	0.025355225	0.247579726	0.318693541	0.330285517	0.083912532	0.279673635	1.053277078	0.777686912	1.321457917	1.331863491
MGH2n185	190725_055	N19-HTP185_Ames 27175_NC358	Ames 27175	NC358	51.2	2	MGH2	0.191185836	1.761701383	0.898459381	1.21754298	0.755615098	0.602371029	1.43369154	0.864740418	1.873062938	0.893170466	1.289212469	1.841362625	0.506434356	0.969287056	0.717876898	1.476890158	0.440513811	1.335664736	1.122559335	0.293013749	1.589291594	1.45044817	1.925212123	0.981052343	1.629835132	1.572696204	0.788240497	1.403919575	0.898241347	0.132569528	1.429421441	0.161248021	0.395570709	0.235776448	0.097889748	1.031371625	1.755568184	0.332376263	0.593737705	1.304447045	0.817967618	0.821155399	0.899638978	1.02452613
MGH2n195	190725_056	N19-HTP195_PI 587128_H84	PI 587128	H84	45.5	2	MGH2	1.668038925	1.207639034	0.720450739	0.819015448	2.760077674	0.713644426	1.169718532	1.756142185	0.945132479	1.37635531	1.222604808	0.816851772	1.989993094	0.516305052	1.196646365	0.8230834	0.435176201	1.369859663	1.020948668	0.98362121	0.541223736	1.807310785	1.265300905	1.273264687	0.448314452	2.068293085	1.384718624	1.001519179	1.178348982	0.499398511	1.353338458	1.606745621	0.636443376	0.232201206	0.125154593	0.725350265	0.888554529	0.638413431	0.081557119	0.355816643	0.776625396	0.505539073	0.559799492	1.052053132
MGH2n197	190725_057	N19-HTP197_PI 550461_B14A	PI 550461	B14A	54.6	2	MGH2	0.432726616	0.557099576	0.392774693	0.551772668	0.523346267	1.384378259	0.881581888	0.507365718	0.646293227	0.938725834	1.339285343	1.459801994	0.759482688	0.044337751	0.976657901	0.801396438	0.156768515	0.398816888	0.931527546	0.178974527	0.378282852	1.003629497	0.365011148	0.638861313	1.384153587	1.18661941	0.55249001	1.34219768	0.581190459	0.080496221	0.46686754	0.130826542	0.34801394	0.211885202	0.103472578	0.331064415	0.203587334	1.302596834	0.104102539	0.433658653	0.714915071	0.480601301	0.492761745	1.764144627
MGH2n203	190725_058	N19-HTP203_Ames 27185_PA875	Ames 27185	Pa875	52	2	MGH2	2.384698934	1.49533916	0.997468008	0.812649308	1.883792554	0.923662808	1.668231755	1.972053151	1.390276615	1.295494182	1.504896218	0.709286513	2.898956876	0.77048086	1.536389234	0.849085968	0.661162616	1.60732846	1.008052144	1.328643426	1.244024637	0.858591415	0.941446748	1.460318748	0.704890339	1.2762097	1.326892307	1.376216474	1.202967267	0.222464978	1.218183852	0.321100298	0.768351796	0.554854307	0.118001075	1.090269961	3.044607524	0.734573821	0.770753589	0.364954015	0.657842376	0.758639124	0.783690262	1.476138415
MGH2n205	190725_059	N19-HTP205_NSL 22893_F44	NSL 22893	F44	51.3	2	MGH2	0.498833314	0.828634343	0.64004085	1.11390498	0.876089101	0.653259623	0.969843083	1.505326988	0.764133103	1.101605597	0.464273929	1.009471222	1.041532064	0.585869154	0.532170133	0.977717797	0.215599204	0.698459647	1.171955272	1.005087789	0.392128415	0.628389179	0.642432447	0.57427046	0.613693778	1.122891474	0.474755822	0.895410547	0.673456282	0.242266604	0.859491995	0.223291146	0.327229468	0.217617482	0.2069986	0.772685864	0.235603034	0.217520117	0.462741574	0.390763668	0.671291862	0.64442468	1.020875133	1.538507508
MGH2n209	190725_060	N19-HTP209_PI 587137_MS71	PI 587137	Ms71	50.2	2	MGH2	1.763399412	1.612586022	0.796625941	1.10063308	0.677621098	0.573949929	1.260517387	1.327487883	0.878218881	1.144595783	0.617430739	0.620031365	1.926595278	1.133307783	1.640117998	1.327487095	0.168328868	1.109548341	0.964087969	1.167410314	0.654126321	0.658936466	0.877456584	0.732068951	0.105725775	1.208316029	1.131266916	1.120449713	0.947620762	0.416802158	2.85278583	1.603819083	1.378976512	0.360571333	NA	1.446696346	2.113494204	0.413612295	0.681575372	0.897588736	1.095393071	1.933109572	1.555989922	1.712365312
MGH2n210	190725_061	N19-HTP210_Ames 28939_MO44	Ames 28939	Mo44	51.6	2	MGH2	0.106093641	0.473180117	0.378628176	0.705540007	0.715858674	1.449618007	0.959488997	0.642158262	0.862087421	1.309063006	0.615207791	1.741247047	0.398440061	0.151360996	1.103249628	0.77696801	0.321923175	1.069405085	1.242280406	0.684177396	0.262107209	1.101265414	0.47569234	1.125777482	1.461001498	1.372719861	0.802302309	1.6293671	1.560756604	2.215576826	0.622401891	0.566200882	0.747822006	0.370178725	NA	0.668241746	NA	1.058152307	0.670264439	0.748915808	1.167340124	0.480950682	1.069528363	1.364019453
MGH2n212	190725_062	N19-HTP212_Ames 27088_CML228	Ames 27088	CML228	48.6	2	MGH2	1.335576634	1.109335336	0.470887335	0.776254314	0.798174136	1.978522934	0.93105751	1.06639848	0.677495724	1.130756136	0.527978186	1.140138174	1.068047381	0.311202182	0.946394893	1.397634841	0.318996861	1.33368836	1.38697922	0.984959965	0.527442707	0.619770577	0.990711213	0.813823178	0.998071776	1.16084968	0.701821479	1.443600671	0.995432006	0.224279773	0.907618408	0.418126178	0.071811975	0.357439927	0.20904975	0.583334344	0.256035091	1.040626187	0.671677644	1.151888619	0.923483724	0.825779756	1.073679111	1.602125331
MGH2n214	190725_063	N19-HTP214_Ames 27172_NC352	Ames 27172	NC352	47.3	2	MGH2	1.850825705	2.547474683	2.115512963	2.547790578	0.722230228	1.475905125	2.094767133	1.726207594	1.88072905	1.353147477	0.958699801	1.770273053	1.780988735	4.400055613	0.736159871	0.620364392	1.425729004	2.586908274	2.08173104	3.047401396	3.492623476	0.629294858	2.946451378	1.143231533	0.734876265	1.213071276	0.879941438	1.96538368	1.22919025	0.349246794	0.721237076	1.304768487	0.149014789	0.685381166	NA	2.22558163	1.407064654	2.336940916	1.049311247	2.318615354	0.551629387	0.890314889	0.991569429	2.46797966
MGH2n218	190725_064	N19-HTP218_Ames 24989_VA99	Ames 24989	Va99	46.6	2	MGH2	2.330269804	1.199497533	1.040238432	1.022885586	0.672013054	0.950204378	1.228507756	1.382418347	1.951009561	1.395816666	1.046305131	0.655617823	2.432110194	0.807884708	1.289801101	1.174710422	0.661979353	1.45619461	1.050279063	1.65539911	0.995736058	0.462088111	0.85826575	0.840590976	0.405485816	1.116108379	0.845959996	0.678857137	1.307662872	0.408641895	0.313248713	0.300793171	0.500112856	0.215609825	0.141636243	0.542684854	0.600892471	0.511513957	0.558543014	0.377433785	0.596590128	1.758265291	1.064026561	0.870856471
MGH2n221	190725_065	N19-HTP221_Ames 27081_CML103	Ames 27081	CML103	52.2	2	MGH2	3.017939006	1.361783005	1.026424797	1.357560694	1.563285583	1.40859856	1.440207238	1.209851717	1.138962758	1.06037521	1.242575797	0.764523827	2.248060934	0.567613368	0.741272298	1.093412755	0.627446164	2.749465043	1.321644171	0.976419025	0.741223152	0.698304647	0.794996052	1.266535149	0.842967567	0.269524464	0.642796778	0.920423827	0.93121604	3.290718579	0.872032768	1.636964258	2.791796058	0.799692564	0.398740582	1.569507378	2.968631403	1.578046799	1.603957455	0.885155814	1.602020944	1.969342652	1.439676351	3.650562314
MGH2n222	190725_066	N19-HTP222_Ames 27112_F2834T	Ames 27112	F2834T	53.8	2	MGH2	0.844300069	1.159321404	0.70870528	0.985929179	0.58997485	2.542210038	1.166091067	0.882727465	0.646786713	1.431217511	1.649020714	1.062716971	0.692614129	0.159087327	1.128934957	0.447646694	0.40509911	1.745186968	0.647970872	0.438089765	0.831905915	2.652667852	0.932841533	1.192897475	1.805765591	NA	1.175910603	1.003739263	0.932936354	0.328320941	0.6893967	0.614643537	0.422518637	0.201635264	0.229107679	0.63933434	1.043458805	1.501330466	0.336571302	0.393425444	0.48453124	1.298743358	1.118464121	1.436212404
MGH2n224	190725_067	N19-HTP224_Ames 27113_GT112	Ames 27113	GT112	48.1	2	MGH2	2.459143502	2.369557918	2.63483191	1.573388473	0.433151922	1.301564211	1.69047184	1.032174042	2.328360943	1.992415858	1.187387912	1.359695862	0.972959171	2.236125455	1.313964898	0.780686882	1.697291957	2.825798874	0.972849678	1.152026953	3.052383725	1.600745429	1.901315142	1.287596468	0.540871405	0.688036525	1.326230623	1.099861896	1.44539075	1.250184102	0.747759331	0.802462453	0.394606657	0.162744985	0.120821972	2.085196202	0.954397679	0.756246302	0.891825321	0.107798376	0.932095758	0.927595899	1.366484892	1.206806775
MGH2n225	190725_068	N19-HTP225_Ames 27110_E2558W	Ames 27110	E2558W	46.4	2	MGH2	1.131908007	0.766791652	0.420912553	0.446987683	2.599859336	2.139643466	0.330948687	1.205086373	0.536542615	0.91816565	0.823248841	0.864714669	1.031718889	0.703060032	1.018234724	0.524617287	1.541994365	1.068407765	1.053262562	0.712300074	1.006222364	0.638160423	0.946932523	0.804943586	0.414544642	0.642549689	0.653567103	0.641592394	0.661382513	0.601860335	0.219181354	0.415921273	0.290061762	0.054104607	0.081359184	0.888083101	0.480395755	1.114068333	0.494789961	0.589415059	0.564716296	0.585279841	0.690659111	0.861672938
MGH2n235	190725_071	N19-HTP235_NSL 65874_OS420	NSL 65874	Os420	47.7	2	MGH2	0.405482843	1.226955859	0.785981272	1.031694819	1.615353474	0.44519731	1.170340043	2.118877296	0.982234777	0.793636037	1.872176626	1.262320601	0.576216918	2.921057256	0.353933824	1.943827313	0.384823978	1.184413397	1.309220408	1.269465675	0.686234257	0.562262797	0.724677269	0.87788823	1.244098817	0.47536977	0.498857759	0.788870071	0.80845318	0.82647486	0.933629922	0.516785047	0.687191238	0.189537181	0.107181982	1.924611528	3.013609548	0.698887121	0.168517692	2.261758126	2.69560715	1.579427154	2.488148373	2.772218886
MGH2n236	190725_072	N19-HTP236_Ames 27099_CML331	Ames 27099	CML331	45	2	MGH2	1.904965965	3.345181427	5.764764781	3.710817948	0.762315435	0.962303478	2.38163007	1.371910642	1.625245824	1.121506596	0.997516524	0.880775268	1.389484024	1.852763329	0.977927955	1.042182245	2.230538598	4.504125846	1.377623328	0.708699681	8.962851089	1.782132995	3.747349122	1.228941325	1.581644887	NA	0.924429987	0.642018746	0.714510936	0.607761181	0.981019308	0.97826626	0.933884308	0.285680167	0.222509201	1.801113105	4.268053755	1.049891865	0.713044894	0.55975678	0.917880125	0.616443362	1.1734054	1.624977753
